StartTime,StartFrame,FeedTubeIdx,FlyID,ChoiceIdx,AviFile,FeedVol_µl,FeedDuration_ms,Evap-mm3/s,Valid,RelativeTime_s,ExperimentState,Genotype,Sex,Minimum Age,Maximum Age,Tube1,Tube2,Temperature,#Flies,starved_time,FeedVol_nl,FeedSpeed_nl/s,feed_time_s,feed_duration_s
,,0,0-Hrs_Fly1,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
09:15.7,2514979.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-09-15.691.avi,0.067065,4454.0,0.001145,True,1970-01-01 00:02:07.418,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,67.065,15.057251908396948,127.41799999999999,4.454
34:39.1,2560809.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-34-39.058.avi,0.134824,7646.0,0.0,True,1970-01-01 00:27:30.785,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,134.824,17.633272299241437,1650.785,7.646
46:21.7,2581947.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-46-21.675.avi,0.020118,2626.0,0.0,True,1970-01-01 00:39:13.402,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,20.118000000000002,7.661081492764662,2353.402,2.626
47:17.1,2583614.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-47-17.086.avi,0.027904,6215.0,0.0,True,1970-01-01 00:40:08.813,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,27.904000000000003,4.489782783588094,2408.813,6.215
52:28.7,2592990.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-52-28.740.avi,0.003071,6082.0,0.0,True,1970-01-01 00:45:20.467,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.0709999999999997,0.5049325879644854,2720.467,6.082
52:48.6,2593588.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-52-48.617.avi,0.003057,8276.0,0.0,True,1970-01-01 00:45:40.344,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.057,0.3693813436442726,2740.344,8.276
56:00.9,2599374.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-56-00.941.avi,0.001328,13129.0,0.0,True,1970-01-01 00:48:52.668,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.328,0.10115012567598447,2932.6679999999997,13.129
57:19.7,2601742.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_10-57-19.652.avi,0.005084,11634.0,0.00028399999999999996,True,1970-01-01 00:50:11.379,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,5.084,0.4369950146123431,3011.3790000000004,11.634
02:26.3,2610966.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-02-26.254.avi,0.016865,9306.0,0.0,True,1970-01-01 00:55:17.981,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,16.865000000000002,1.812271652697185,3317.9809999999998,9.306
06:31.9,2618356.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-06-31.894.avi,0.004562,5650.0,0.0,True,1970-01-01 00:59:23.621,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,4.562,0.8074336283185841,3563.6209999999996,5.65
06:37.6,2618527.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-06-37.578.avi,0.002885,3390.0,0.0,True,1970-01-01 00:59:29.305,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.885,0.8510324483775811,3569.305,3.39
06:41.0,2618630.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-06-41.001.avi,0.003924,1031.0,0.0,True,1970-01-01 00:59:32.728,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.9240000000000004,3.806013579049467,3572.728,1.031
07:17.1,2619716.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-07-17.100.avi,0.0016350000000000002,10238.0,0.0,True,1970-01-01 01:00:08.827,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.6350000000000002,0.159699159992186,3608.827,10.238
07:27.4,2620025.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-07-27.371.avi,0.001309,698.0,0.0,True,1970-01-01 01:00:19.098,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.309,1.8753581661891119,3619.098,0.698
07:52.5,2620782.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-07-52.533.avi,0.001511,5983.0,0.0,True,1970-01-01 01:00:44.260,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.511,0.25254888851746615,3644.26,5.983
08:11.2,2621343.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-08-11.180.avi,0.001702,1928.0,0.0,True,1970-01-01 01:01:02.907,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.702,0.8827800829875518,3662.907,1.928
10:25.3,2625379.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-10-25.336.avi,0.001525,3988.0,6.1e-05,True,1970-01-01 01:03:17.063,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.5250000000000001,0.3823971915747242,3797.063,3.988
11:09.2,2626699.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-11-09.211.avi,0.002085,632.0,6.1e-05,True,1970-01-01 01:04:00.938,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.085,3.2990506329113924,3840.938,0.632
23:49.6,2649593.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-23-49.630.avi,0.001053,6782.0,0.0,True,1970-01-01 01:16:41.358,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.053,0.15526393394278973,4601.358,6.782
35:26.9,2670575.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-35-26.861.avi,0.001259,6415.0,0.0,True,1970-01-01 01:28:18.588,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.259,0.1962587685113016,5298.588000000001,6.415
46:42.7,2690909.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-46-42.686.avi,0.001577,6979.0,0.0,True,1970-01-01 01:39:34.413,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.577,0.22596360510101732,5974.4130000000005,6.979
54:08.8,2704329.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_11-54-08.757.avi,0.002602,12032.0,0.0,True,1970-01-01 01:47:00.484,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.6020000000000003,0.21625664893617025,6420.484,12.032
17:44.0,2746907.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-17-44.029.avi,0.001605,4588.0,0.0,True,1970-01-01 02:10:35.757,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.605,0.3498256320836966,7835.757,4.588
23:07.9,2756652.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-23-07.949.avi,0.0015869999999999999,11068.0,0.0,True,1970-01-01 02:15:59.676,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.587,0.14338633899530176,8159.6759999999995,11.068
26:57.5,2763558.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-26-57.502.avi,0.00271,9605.0,0.0,True,1970-01-01 02:19:49.229,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.71,0.28214471629359705,8389.229,9.605
29:41.0,2768478.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-29-41.040.avi,0.002081,10005.0,0.0,True,1970-01-01 02:22:32.767,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.081,0.20799600199900048,8552.767,10.005
32:03.8,2772774.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-32-03.837.avi,0.0017629999999999998,8509.0,0.0,True,1970-01-01 02:24:55.565,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.763,0.20719238453402278,8695.565,8.509
34:25.9,2777048.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-34-25.903.avi,0.004107,10436.0,0.0,True,1970-01-01 02:27:17.630,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,4.107,0.3935415868148716,8837.63,10.436
40:00.6,2787118.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-40-00.625.avi,0.00196,5517.0,0.0,True,1970-01-01 02:32:52.352,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.96,0.35526554286750045,9172.351999999999,5.517
43:13.6,2792924.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-43-13.613.avi,0.0028350000000000003,8941.0,0.0,True,1970-01-01 02:36:05.341,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.8350000000000004,0.3170786265518399,9365.341,8.941
50:17.9,2805688.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-50-17.883.avi,0.0018039999999999998,9274.0,1.2e-05,True,1970-01-01 02:43:09.610,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.8039999999999998,0.1945223204658184,9789.61,9.274
51:54.0,2808580.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-51-54.012.avi,0.001381,7180.0,0.0,True,1970-01-01 02:44:45.740,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.381,0.1923398328690808,9885.74,7.18
53:45.7,2811939.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-53-45.664.avi,0.001044,498.0,1.9e-05,True,1970-01-01 02:46:37.391,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.044,2.0963855421686746,9997.391,0.498
58:27.0,2820403.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_12-58-27.003.avi,0.00255,3690.0,0.0,True,1970-01-01 02:51:18.730,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.5500000000000003,0.6910569105691058,10278.73,3.69
10:16.7,2841753.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_13-10-16.668.avi,0.001038,3689.0,0.0,True,1970-01-01 03:03:08.395,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.038,0.2813770669558146,10988.395,3.689
17:53.1,2855486.0,0,0-Hrs_Fly1,0,FeedEvent_0_2017-08-21_13-17-53.145.avi,0.0014789999999999998,8542.0,0.0,True,1970-01-01 03:10:44.873,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.4789999999999999,0.17314446265511588,11444.873,8.542
,,0,0-Hrs_Fly1,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly10,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly10,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly11,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly11,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly12,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly12,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly13,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
16:07.9,2527379.0,24,0-Hrs_Fly13,0,FeedEvent_24_2017-08-21_10-16-07.861.avi,0.0014990000000000001,11966.0,0.0,True,1970-01-01 00:08:59.588,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.499,0.12527160287481198,539.5880000000001,11.966
27:37.8,2548136.0,24,0-Hrs_Fly13,0,FeedEvent_24_2017-08-21_10-27-37.814.avi,0.001114,6615.0,3.1e-05,True,1970-01-01 00:20:29.541,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.1139999999999999,0.16840513983371125,1229.5410000000002,6.615
29:10.9,2550935.0,24,0-Hrs_Fly13,0,FeedEvent_24_2017-08-21_10-29-10.851.avi,0.00145,11200.0,2e-06,True,1970-01-01 00:22:02.578,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.45,0.12946428571428573,1322.578,11.2
41:42.4,2573544.0,24,0-Hrs_Fly13,0,FeedEvent_24_2017-08-21_10-41-42.363.avi,0.001006,8376.0,0.0,True,1970-01-01 00:34:34.090,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.006,0.12010506208213946,2074.09,8.376
,,0,0-Hrs_Fly13,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly14,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
15:32.9,2526328.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-15-32.925.avi,0.002182,10870.0,2.8000000000000003e-05,True,1970-01-01 00:08:24.652,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.182,0.20073597056117756,504.652,10.87
26:09.5,2545479.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-26-09.496.avi,0.002747,5718.0,3.5e-05,True,1970-01-01 00:19:01.223,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.747,0.48041273172437915,1141.223,5.718
29:49.0,2552082.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-29-48.977.avi,0.0023190000000000003,11268.0,3.5e-05,True,1970-01-01 00:22:40.704,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.3190000000000004,0.20580404685835998,1360.704,11.268
32:11.8,2556378.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-32-11.774.avi,0.001098,2459.0,0.0,True,1970-01-01 00:25:03.501,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.098,0.4465229768198455,1503.501,2.459
36:22.6,2563924.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-36-22.599.avi,0.0010400000000000001,8609.0,0.0,True,1970-01-01 00:29:14.326,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.04,0.12080380996631433,1754.326,8.609
40:58.0,2572208.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-40-57.956.avi,0.001731,11501.0,1.8e-05,True,1970-01-01 00:33:49.683,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.7309999999999999,0.1505086514216155,2029.683,11.501
44:26.6,2578486.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-44-26.634.avi,0.001053,2592.0,1.8e-05,True,1970-01-01 00:37:18.361,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.053,0.40624999999999994,2238.361,2.592
53:44.1,2595256.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-53-44.060.avi,0.0010630000000000001,6016.0,0.0,True,1970-01-01 00:46:35.788,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.0630000000000002,0.17669547872340427,2795.788,6.016
57:21.4,2601795.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-57-21.414.avi,0.001391,2759.0,0.0,True,1970-01-01 00:50:13.141,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.391,0.5041681768756796,3013.1409999999996,2.759
58:40.3,2604167.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_10-58-40.258.avi,0.001363,1196.0,0.0,True,1970-01-01 00:51:31.985,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.363,1.1396321070234114,3091.985,1.196
01:10.0,2608671.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_11-01-09.969.avi,0.0012720000000000001,1264.0,1.4000000000000001e-05,True,1970-01-01 00:54:01.696,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.272,1.0063291139240507,3241.696,1.264
13:43.4,2631338.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_11-13-43.409.avi,0.001317,10237.0,0.0,True,1970-01-01 01:06:35.136,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.317,0.1286509719644427,3995.136,10.237
11:06.5,2734947.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-11-06.485.avi,0.0013130000000000001,5817.0,0.0,True,1970-01-01 02:03:58.212,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.3130000000000002,0.22571772391266978,7438.2119999999995,5.817
26:42.4,2763104.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-26-42.410.avi,0.001152,1263.0,0.0,True,1970-01-01 02:19:34.137,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.1520000000000001,0.9121140142517816,8374.136999999999,1.263
28:22.5,2766114.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-28-22.462.avi,0.0010710000000000001,6082.0,0.0,True,1970-01-01 02:21:14.189,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.0710000000000002,0.17609339033212762,8474.189,6.082
37:53.2,2783284.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-37-53.184.avi,0.0034909999999999997,7978.0,6.3e-05,True,1970-01-01 02:30:44.912,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.4909999999999997,0.43757834043619953,9044.912,7.978
41:24.5,2789641.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-41-24.489.avi,0.001219,10703.0,1.7e-05,True,1970-01-01 02:34:16.216,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.219,0.11389330094366067,9256.216,10.703
41:35.2,2789964.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-41-35.225.avi,0.0026190000000000002,432.0,1.7e-05,True,1970-01-01 02:34:26.952,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.619,6.062500000000001,9266.952,0.432
41:35.7,2789978.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-41-35.691.avi,0.00432,897.0,1.7e-05,True,1970-01-01 02:34:27.418,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,4.32,4.816053511705686,9267.418,0.897
44:29.7,2795212.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-44-29.666.avi,0.0029170000000000003,4287.0,0.0,True,1970-01-01 02:37:21.393,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.9170000000000003,0.6804292045719618,9441.393,4.287
45:09.6,2796414.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-45-09.620.avi,0.0035310000000000003,532.0,3.8e-05,True,1970-01-01 02:38:01.347,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.531,6.637218045112782,9481.347,0.532
47:52.1,2801303.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-47-52.128.avi,0.0026899999999999997,4918.0,0.0,True,1970-01-01 02:40:43.855,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,2.6899999999999995,0.5469703131354208,9643.855,4.918
51:54.6,2808597.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-51-54.578.avi,0.004949,10635.0,0.0,True,1970-01-01 02:44:46.305,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,4.949,0.4653502585801598,9886.305,10.635
54:33.8,2813388.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_12-54-33.827.avi,0.001363,9406.0,2e-06,True,1970-01-01 02:47:25.555,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,1.363,0.14490750584733147,10045.555,9.406
01:46.4,2826403.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_13-01-46.441.avi,0.004069,5319.0,0.000665,True,1970-01-01 02:54:38.168,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,4.069,0.7649934198157549,10478.168,5.319
08:28.5,2838500.0,26,0-Hrs_Fly14,0,FeedEvent_26_2017-08-21_13-08-28.539.avi,0.003643,5784.0,0.0,True,1970-01-01 03:01:20.266,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.643,0.6298409405255878,10880.266000000001,5.784
,,0,0-Hrs_Fly14,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly15,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly15,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly16,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly16,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly17,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly17,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly18,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly18,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly19,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly19,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly2,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
30:43.9,2770369.0,2,0-Hrs_Fly2,0,FeedEvent_2_2017-08-21_12-30-43.896.avi,0.004325,7876.0,0.0,True,1970-01-01 02:23:35.624,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,4.325,0.5491366175723718,8615.624,7.876
30:54.0,2770673.0,2,0-Hrs_Fly2,0,FeedEvent_2_2017-08-21_12-30-54.000.avi,0.009854,9407.0,0.0,True,1970-01-01 02:23:45.728,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,9.854,1.0475178058892314,8625.728000000001,9.407
59:52.6,2822979.0,2,0-Hrs_Fly2,0,FeedEvent_2_2017-08-21_12-59-52.628.avi,0.003023,3689.0,0.0,True,1970-01-01 02:52:44.355,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,3.023,0.8194632691786392,10364.355,3.689
34:50.2,2886084.0,2,0-Hrs_Fly2,0,FeedEvent_2_2017-08-21_13-34-50.209.avi,0.030677999999999997,10237.0,0.0,True,1970-01-01 03:27:41.936,Started,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,30.677999999999997,2.996776399335743,12461.936000000002,10.237
,,0,0-Hrs_Fly2,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly20,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly20,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly21,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly21,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly22,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly22,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly23,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly23,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
,,0,0-Hrs_Fly24,0,NIL,,,,False,1970-01-01 00:00:00.500,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,0.5,
,,0,0-Hrs_Fly24,0,NIL,,,,False,1970-01-01 06:04:51.000,PAD,w1118,M,5,7,5% sucrose + 5% yeast extract,,25,,0-Hrs,,,21891.0,
